flashcard_type,topic,question,answer,explanation,hint,ordering_steps_items.step_content,ordering_steps_items.correct_order
Identify the Error,8,Phát biểu: 'Tâm đường tròn nội tiếp tam giác vuông là trung điểm cạnh huyền.' Đúng hay sai? Giải thích.,Sai. Tâm đường tròn ngoại tiếp tam giác vuông mới là trung điểm cạnh huyền. Tâm đường tròn nội tiếp tam giác (kể cả tam giác vuông) là giao điểm của ba đường phân giác trong.,Phân biệt rõ tâm đường tròn nội tiếp và ngoại tiếp.,Tâm nội tiếp liên quan đến đường gì? Tâm ngoại tiếp liên quan đến đường gì?,,
Ordering Steps,8,Sắp xếp các bước để vẽ đường tròn nội tiếp tam giác ABC.,Thứ tự đúng giúp xác định chính xác tâm và bán kính đường tròn nội tiếp.,"Tâm đường tròn nội tiếp tam giác là giao điểm của ba đường phân giác trong. Bán kính là khoảng cách từ tâm đến một cạnh bất kỳ. Ta chỉ cần vẽ hai đường phân giác để tìm tâm, sau đó kẻ đường vuông góc từ tâm xuống một cạnh để xác định bán kính.",Bắt đầu bằng việc vẽ các đường phân giác.,,
,,,,,,Vẽ đường phân giác trong của góc A.,1
,,,,,,Vẽ đường phân giác trong của góc B.,2
,,,,,,Gọi I là giao điểm của hai đường phân giác vừa vẽ. I là tâm đường tròn nội tiếp.,3
,,,,,,"Từ I, kẻ đường vuông góc IH xuống cạnh AB (H thuộc AB). IH là bán kính đường tròn nội tiếp.",4
,,,,,,"Vẽ đường tròn tâm I, bán kính IH.",5
Concept/Theorem/Formula,8,Tứ giác nội tiếp đường tròn: Định nghĩa và dấu hiệu nhận biết,Tứ giác nội tiếp đường tròn là tứ giác có bốn đỉnh cùng nằm trên một đường tròn. Dấu hiệu nhận biết: 1. Tứ giác có tổng hai góc đối bằng 180 độ. 2. Tứ giác có góc ngoài tại một đỉnh bằng góc trong tại đỉnh đối diện. 3. Tứ giác có bốn đỉnh cách đều một điểm (mà ta có thể xác định được). 4. Tứ giác có hai đỉnh kề nhau cùng nhìn một cạnh chứa hai đỉnh còn lại dưới một góc \(\alpha\).,Các dấu hiệu này giúp chứng minh một tứ giác là nội tiếp.,"Tổng hai góc đối, góc ngoài bằng góc trong đối diện.",,
What's the Next Step?,8,"Cho tứ giác ABCD có góc A = 70 độ, góc C = 110 độ. Để chứng minh ABCD là tứ giác nội tiếp, ta tính tổng hai góc đối A và C: góc A + góc C = 70 + 110 = 180 độ. Bước tiếp theo để kết luận là gì?",Kết luận: Vì tứ giác ABCD có tổng hai góc đối bằng 180 độ nên ABCD là tứ giác nội tiếp.,Đây là một trong những dấu hiệu nhận biết tứ giác nội tiếp phổ biến.,Dấu hiệu về tổng hai góc đối.,,
Short Answer/Open-ended,8,"Cho tam giác ABC nhọn nội tiếp đường tròn (O). Kẻ hai đường cao BE, CF cắt nhau tại H. Chứng minh tứ giác BFEC nội tiếp.",Xét tứ giác BFEC có: Góc BFC = 90 độ (vì CF là đường cao). Góc BEC = 90 độ (vì BE là đường cao). Hai đỉnh F và E kề nhau cùng nhìn cạnh BC dưới một góc 90 độ. Vậy tứ giác BFEC nội tiếp đường tròn đường kính BC.,Sử dụng dấu hiệu hai đỉnh kề cùng nhìn một cạnh dưới một góc bằng nhau.,Chú ý các góc vuông tạo bởi đường cao.,,
What's the Next Step?,8,"Cho tam giác ABC vuông tại A. Gọi M là trung điểm của BC. Để chứng minh M là tâm đường tròn ngoại tiếp tam giác ABC, ta cần chứng minh MA = MB = MC. Ta đã biết MB = MC (vì M là trung điểm BC). Bước tiếp theo là chứng minh điều gì?","Chứng minh MA = MB (hoặc MA = MC). Trong tam giác vuông, đường trung tuyến ứng với cạnh huyền bằng nửa cạnh huyền. Do đó MA = MB = MC = BC/2.",Sử dụng tính chất đường trung tuyến trong tam giác vuông.,Tính chất đường trung tuyến ứng với cạnh huyền.,,
Fill in the Blank,8,Một hình chữ nhật luôn ___ một đường tròn. Tâm của đường tròn đó là giao điểm của hai ___. Một hình thoi không phải là hình vuông thì ___ nội tiếp được đường tròn.,nội tiếp; đường chéo; không,Tính chất nội tiếp của hình chữ nhật và hình thoi.,Hình chữ nhật có tổng hai góc đối bằng bao nhiêu? Hình thoi có các góc bằng nhau không?,,
Ordering Steps,8,Sắp xếp các bước chứng minh rằng tâm đường tròn ngoại tiếp tam giác vuông là trung điểm của cạnh huyền.,Thứ tự đúng thể hiện logic chứng minh.,Một tính chất quan trọng của tam giác vuông.,Sử dụng đường trung tuyến ứng với cạnh huyền.,,
,,,,,,Cho tam giác ABC vuông tại A. Gọi M là trung điểm của cạnh huyền BC.,1
,,,,,,Vẽ đường trung tuyến AM ứng với cạnh huyền BC.,2
,,,,,,"Theo tính chất đường trung tuyến trong tam giác vuông, ta có \(AM = \frac{1}{2}BC\).",3
,,,,,,Vì M là trung điểm BC nên \(MB = MC = \frac{1}{2}BC\).,4
,,,,,,Từ đó suy ra \(MA = MB = MC\).,5
,,,,,,"Điều này có nghĩa là M cách đều ba đỉnh A, B, C của tam giác. Vậy M là tâm đường tròn ngoại tiếp tam giác ABC.",6
What's the Next Step?,8,"Cho tam giác ABC đều cạnh a. Gọi O là tâm đường tròn ngoại tiếp. Để tính bán kính R = OA, ta biết O cũng là trọng tâm. Kẻ đường cao AH. Ta có \(AH = \frac{a\sqrt{3}}{2}\). Bước tiếp theo là gì?","Vì O là trọng tâm, \(OA = R = \frac{2}{3}AH = \frac{2}{3} \cdot \frac{a\sqrt{3}}{2} = \frac{a\sqrt{3}}{3}\).",Sử dụng tính chất trọng tâm chia đường trung tuyến (đường cao trong tam giác đều).,Trọng tâm chia đường trung tuyến theo tỉ lệ nào?,,
Short Answer/Open-ended,8,Cho hình vuông ABCD. Chứng minh rằng hình vuông ABCD nội tiếp được một đường tròn. Xác định tâm và bán kính của đường tròn đó theo cạnh a của hình vuông.,"Hình vuông ABCD có 4 góc vuông, suy ra tổng hai góc đối bất kỳ bằng 180 độ (ví dụ góc A + góc C = 90 + 90 = 180 độ). Vậy hình vuông ABCD nội tiếp được đường tròn. Tâm O của đường tròn là giao điểm của hai đường chéo AC và BD. Bán kính R = OA = OB = OC = OD. Đường chéo \(AC = a\sqrt{2}\). Vậy \(R = \frac{AC}{2} = \frac{a\sqrt{2}}{2}\).",Sử dụng dấu hiệu nhận biết tứ giác nội tiếp và tính chất đường chéo hình vuông.,Tổng hai góc đối. Giao điểm hai đường chéo.,,
Concept/Theorem/Formula,8,Đường tròn bàng tiếp tam giác,Đường tròn bàng tiếp của tam giác là đường tròn tiếp xúc với một cạnh của tam giác và tiếp xúc với phần kéo dài của hai cạnh kia. Mỗi tam giác có ba đường tròn bàng tiếp. Tâm của đường tròn bàng tiếp trong góc A là giao điểm của đường phân giác trong góc A và hai đường phân giác ngoài tại đỉnh B và C.,"Khác với đường tròn nội tiếp, đường tròn bàng tiếp nằm bên ngoài tam giác.",Tiếp xúc một cạnh và phần kéo dài hai cạnh kia.,,
Identify the Error,8,Cho tam giác ABC cân tại A. Gọi O là tâm đường tròn ngoại tiếp. Lỗi sai ở đâu trong kết luận: 'O luôn nằm trên đường cao AH kẻ từ A.',"Không có lỗi sai. Trong tam giác cân tại A, đường cao AH cũng là đường trung trực của cạnh BC. Tâm O của đường tròn ngoại tiếp là giao điểm các đường trung trực, do đó O phải nằm trên đường trung trực AH.",Tính chất của tam giác cân và tâm đường tròn ngoại tiếp.,"Trong tam giác cân, đường cao ứng với đáy có những tính chất gì?",,
Fill in the Blank,8,Tứ giác có tổng hai góc đối bằng ___ thì nội tiếp được đường tròn. Hình thang ___ luôn nội tiếp được đường tròn.,180 độ; cân,Dấu hiệu nhận biết tứ giác nội tiếp và trường hợp đặc biệt của hình thang.,Tổng hai góc đối. Loại hình thang nào có tính đối xứng cao?,,
Concept/Theorem/Formula,8,Tính chất của tứ giác nội tiếp,Nếu một tứ giác nội tiếp một đường tròn thì: 1. Tổng số đo hai góc đối diện bằng 180 độ. 2. Góc ngoài tại một đỉnh bằng góc trong tại đỉnh đối diện. 3. Mọi điểm của tứ giác cách đều tâm đường tròn ngoại tiếp một khoảng bằng bán kính.,Các tính chất này là hệ quả của việc bốn đỉnh cùng nằm trên một đường tròn.,Liên quan đến góc và khoảng cách đến tâm.,,
Short Answer/Open-ended,8,Cho tam giác đều ABC cạnh a. Tính bán kính đường tròn nội tiếp tam giác đó.,"Gọi I là tâm đường tròn nội tiếp (cũng là trọng tâm) và M là trung điểm BC. IM là bán kính đường tròn nội tiếp (r). Đường cao \(AM = \frac{a\sqrt{3}}{2}\). Vì I là trọng tâm, \(IM = \frac{1}{3}AM = \frac{1}{3} \cdot \frac{a\sqrt{3}}{2} = \frac{a\sqrt{3}}{6}\). Vậy \(r = \frac{a\sqrt{3}}{6}\).","Trong tam giác đều, tâm nội tiếp trùng trọng tâm, bán kính nội tiếp bằng 1/3 đường cao.",Tâm nội tiếp là trọng tâm. Tính đường cao.,,
Identify the Error,8,"Cho tứ giác ABCD có góc A = 90, góc B = 90, góc C = 100. Lỗi sai ở đâu trong kết luận: 'Tứ giác ABCD nội tiếp vì có hai góc vuông.'","Lỗi sai: Có hai góc vuông không đủ để kết luận tứ giác nội tiếp. Cần xét tổng hai góc đối. Ta có góc A + góc C = 90 + 100 = 190 độ \(\ne\) 180 độ. Vậy tứ giác này không nội tiếp. (Nếu góc D = 80 thì A+C=190, B+D=170, không nội tiếp).",Dấu hiệu nhận biết tứ giác nội tiếp là tổng hai góc đối bằng 180 độ.,Điều kiện để tứ giác nội tiếp là gì?,,
Fill in the Blank,8,Đường tròn đi qua ba đỉnh của một tam giác được gọi là đường tròn ___. Đường tròn tiếp xúc với ba cạnh của một tam giác được gọi là đường tròn ___.,ngoại tiếp; nội tiếp,Định nghĩa đường tròn ngoại tiếp và nội tiếp tam giác.,Bên ngoài và bên trong.,,
Concept/Theorem/Formula,6,"Mô tả và biểu diễn dữ liệu: Bảng thống kê, biểu đồ","Dữ liệu thống kê có thể được thu thập và trình bày dưới dạng bảng (bảng tần số, bảng tần số ghép nhóm) hoặc biểu đồ (biểu đồ tranh, biểu đồ cột, biểu đồ cột kép, biểu đồ đoạn thẳng, biểu đồ hình quạt tròn). Mỗi loại bảng và biểu đồ có ưu điểm riêng trong việc trực quan hóa và phân tích dữ liệu.",Việc lựa chọn cách biểu diễn phụ thuộc vào loại dữ liệu và mục đích phân tích.,"Bảng, cột, quạt, đoạn thẳng.",,
Fill in the Blank,6,Biểu đồ ___ thường được dùng để so sánh độ lớn của các số liệu. Biểu đồ ___ thường được dùng để biểu diễn tỉ lệ phần trăm của các thành phần trong một tổng thể.,cột; hình quạt tròn,Đặc điểm sử dụng của hai loại biểu đồ phổ biến.,So sánh chiều cao và so sánh diện tích các phần.,,
Short Answer/Open-ended,6,Nêu các bước cơ bản để vẽ biểu đồ cột biểu diễn một dãy số liệu.,"Bước 1: Vẽ hai trục vuông góc. Trục ngang biểu diễn các đối tượng thống kê. Trục đứng biểu diễn các giá trị của số liệu (tần số, tỉ lệ,...). Bước 2: Trên trục ngang, xác định các vị trí tương ứng với mỗi đối tượng thống kê. Bước 3: Tại mỗi vị trí đó, vẽ một cột hình chữ nhật có chiều rộng bằng nhau và chiều cao tương ứng với giá trị số liệu của đối tượng đó. Bước 4: Ghi tên biểu đồ, tên các trục và các giá trị số liệu (nếu cần).","Quy trình chuẩn để tạo một biểu đồ cột rõ ràng, dễ đọc.","Trục, cột, nhãn.",,
Ordering Steps,6,"Sắp xếp các bước để vẽ biểu đồ hình quạt tròn biểu diễn cơ cấu tỉ lệ phần trăm của 3 loại trái cây: Táo (40%), Cam (35%), Chuối (25%).",Thứ tự đúng giúp biểu diễn chính xác tỉ lệ.,"Để vẽ biểu đồ hình quạt tròn, trước tiên cần chuyển đổi tỉ lệ phần trăm của mỗi thành phần thành số đo góc ở tâm tương ứng (nhân tỉ lệ % với 360 độ). Sau đó vẽ một hình tròn và dùng thước đo góc để chia hình tròn thành các hình quạt có số đo góc đã tính, cuối cùng ghi chú cho từng phần.",Bắt đầu bằng việc tính số đo góc ở tâm tương ứng.,,
,,,,,,Tính số đo góc ở tâm tương ứng với mỗi loại: Táo: \(40\% \cdot 360^\circ = 144^\circ\). Cam: \(35\% \cdot 360^\circ = 126^\circ\). Chuối: \(25\% \cdot 360^\circ = 90^\circ\).,1
,,,,,,Vẽ một hình tròn.,2
,,,,,,"Dùng thước đo góc, vẽ lần lượt các hình quạt có số đo góc ở tâm tương ứng với mỗi loại trái cây.",3
,,,,,,Ghi chú tỉ lệ phần trăm và tên loại trái cây cho mỗi hình quạt. Ghi tên biểu đồ.,4
Concept/Theorem/Formula,6,Tần số và tần số tương đối. Tần số ghép nhóm.,"Tần số của một giá trị trong mẫu số liệu là số lần xuất hiện của giá trị đó. Tần số tương đối của một giá trị là tỉ số giữa tần số của giá trị đó và kích thước mẫu (tổng số các số liệu), thường được biểu diễn dưới dạng phần trăm. Tần số ghép nhóm là tần số của các giá trị số liệu thuộc một nhóm (một khoảng giá trị) nhất định.",Các khái niệm này giúp tóm tắt và phân tích đặc điểm của mẫu số liệu.,"Số lần xuất hiện, tỉ lệ, gộp nhóm.",,
Identify the Error,6,Một lớp có 40 học sinh. Điểm kiểm tra Toán có 8 học sinh đạt điểm 10. Tìm lỗi sai trong phát biểu: 'Tần số tương đối của điểm 10 là 8%.',Lỗi sai: Tính sai tần số tương đối. Tần số của điểm 10 là 8. Kích thước mẫu là 40. Tần số tương đối của điểm 10 là \(\frac{8}{40} = \frac{1}{5} = 0.2 = 20\%\).,Tần số tương đối = (Tần số) / (Kích thước mẫu).,Công thức tính tần số tương đối.,,
Short Answer/Open-ended,6,"Cho bảng tần số điểm thi của 20 học sinh: Điểm 7 (5 HS), Điểm 8 (10 HS), Điểm 9 (3 HS), Điểm 10 (2 HS). Tính tần số tương đối của Điểm 8.",Tần số của Điểm 8 là 10. Kích thước mẫu (tổng số học sinh) là 20. Tần số tương đối của Điểm 8 là: \(\frac{10}{20} = 0.5 = 50\%\).,Áp dụng công thức tính tần số tương đối.,Tần số của giá trị chia cho tổng số các giá trị.,,
Concept/Theorem/Formula,6,Phép thử ngẫu nhiên và không gian mẫu. Xác suất của biến cố.,"Phép thử ngẫu nhiên là một thí nghiệm hay hành động mà kết quả của nó không thể đoán trước được. Không gian mẫu (Ω) là tập hợp tất cả các kết quả có thể xảy ra của một phép thử ngẫu nhiên. Biến cố A là một tập con của không gian mẫu. Xác suất của biến cố A, kí hiệu P(A), được tính bằng tỉ số giữa số kết quả thuận lợi cho A và tổng số kết quả có thể xảy ra (kích thước không gian mẫu), với điều kiện các kết quả có khả năng xảy ra như nhau: \(P(A) = \frac{n(A)}{n(\Omega)}\).",Xác suất đo lường khả năng xảy ra của một biến cố.,Thuận lợi / Tổng số.,,
Ordering Steps,6,"Sắp xếp các bước tính xác suất của biến cố 'Gieo một con xúc xắc cân đối, xuất hiện mặt có số chấm chẵn'.",Thực hiện đúng các bước giúp tính xác suất chính xác.,"Tính xác suất của một biến cố bao gồm việc xác định không gian mẫu (tất cả các kết quả có thể), xác định biến cố (các kết quả mong muốn), đếm số phần tử của không gian mẫu và số kết quả thuận lợi cho biến cố, cuối cùng áp dụng công thức P(A) = n(A)/n(Ω).",Xác định không gian mẫu trước.,,
,,,,,,"Xác định không gian mẫu: \(\Omega = \{1, 2, 3, 4, 5, 6\}\). Vậy \(n(\Omega) = 6\).",1
,,,,,,"Xác định biến cố A: 'Xuất hiện mặt có số chấm chẵn'. Vậy \(A = \{2, 4, 6\}\).",2
,,,,,,Đếm số kết quả thuận lợi cho A: \(n(A) = 3\).,3
,,,,,,Tính xác suất: \(P(A) = \frac{n(A)}{n(\Omega)} = \frac{3}{6} = \frac{1}{2}\).,4
What's the Next Step?,6,Một hộp có 3 bi xanh và 2 bi đỏ. Lấy ngẫu nhiên 1 bi. Không gian mẫu \(\Omega\) có \(n(\Omega) = 3+2=5\) phần tử. Gọi A là biến cố 'Lấy được bi xanh'. Số kết quả thuận lợi cho A là \(n(A)=3\). Bước tiếp theo để tính P(A) là gì?,Áp dụng công thức tính xác suất: \(P(A) = \frac{n(A)}{n(\Omega)} = \frac{3}{5}\).,Chia số kết quả thuận lợi cho tổng số kết quả có thể.,Công thức P(A).,,
Short Answer/Open-ended,6,"Trong một cuộc thi có 100 thí sinh. Biểu đồ hình quạt tròn biểu diễn kết quả: Giỏi (25%), Khá (45%), Trung bình (20%), Yếu (còn lại). Tính số thí sinh đạt loại Yếu.","Tổng tỉ lệ phần trăm của Giỏi, Khá, Trung bình là: \(25\% + 45\% + 20\% = 90\%\). Tỉ lệ phần trăm của loại Yếu là: \(100\% - 90\% = 10\%\). Số thí sinh đạt loại Yếu là: \(10\% \cdot 100 = \frac{10}{100} \cdot 100 = 10\) thí sinh.","Tính tổng tỉ lệ đã biết, sau đó tìm tỉ lệ còn lại và nhân với tổng số.",Tổng các tỉ lệ phần trăm là 100%.,,
